"","year","month","day","date","reg_season","mode"
"5964",1996,4,29,1996-04-29,"open","Private"
"5965",1996,4,30,1996-04-30,"open","Private"
"5966",1996,5,1,1996-05-01,"open","Private"
"5967",1996,5,2,1996-05-02,"open","Private"
"5968",1996,5,3,1996-05-03,"open","Private"
"5969",1996,5,4,1996-05-04,"open","Private"
"5970",1996,5,5,1996-05-05,"open","Private"
"5971",1996,5,6,1996-05-06,"open","Private"
"5972",1996,5,7,1996-05-07,"open","Private"
"5973",1996,5,8,1996-05-08,"open","Private"
"5974",1996,5,9,1996-05-09,"open","Private"
"5975",1996,5,10,1996-05-10,"open","Private"
"5976",1996,5,11,1996-05-11,"open","Private"
"5977",1996,5,12,1996-05-12,"open","Private"
"5978",1996,5,13,1996-05-13,"open","Private"
"5979",1996,5,14,1996-05-14,"open","Private"
"5980",1996,5,15,1996-05-15,"open","Private"
"5981",1996,5,16,1996-05-16,"open","Private"
"5982",1996,5,17,1996-05-17,"open","Private"
"5983",1996,5,18,1996-05-18,"open","Private"
"5984",1996,5,19,1996-05-19,"open","Private"
"5985",1996,5,20,1996-05-20,"open","Private"
"5986",1996,5,21,1996-05-21,"open","Private"
"5987",1996,5,22,1996-05-22,"open","Private"
"5988",1996,5,23,1996-05-23,"open","Private"
"5989",1996,5,24,1996-05-24,"open","Private"
"5990",1996,5,25,1996-05-25,"open","Private"
"5991",1996,5,26,1996-05-26,"open","Private"
"5992",1996,5,27,1996-05-27,"open","Private"
"5993",1996,5,28,1996-05-28,"open","Private"
"5994",1996,5,29,1996-05-29,"open","Private"
"5995",1996,5,30,1996-05-30,"open","Private"
"5996",1996,5,31,1996-05-31,"open","Private"
"5997",1996,6,1,1996-06-01,"open","Private"
"5998",1996,6,2,1996-06-02,"open","Private"
"5999",1996,6,3,1996-06-03,"open","Private"
"6000",1996,6,4,1996-06-04,"open","Private"
"6001",1996,6,5,1996-06-05,"open","Private"
"6002",1996,6,6,1996-06-06,"open","Private"
"6003",1996,6,7,1996-06-07,"open","Private"
"6004",1996,6,8,1996-06-08,"open","Private"
"6005",1996,6,9,1996-06-09,"open","Private"
"6006",1996,6,10,1996-06-10,"open","Private"
"6007",1996,6,11,1996-06-11,"open","Private"
"6008",1996,6,12,1996-06-12,"open","Private"
"6009",1996,6,13,1996-06-13,"open","Private"
"6010",1996,6,14,1996-06-14,"open","Private"
"6011",1996,6,15,1996-06-15,"open","Private"
"6012",1996,6,16,1996-06-16,"open","Private"
"6013",1996,6,17,1996-06-17,"open","Private"
"6014",1996,6,18,1996-06-18,"open","Private"
"6015",1996,6,19,1996-06-19,"open","Private"
"6016",1996,6,20,1996-06-20,"open","Private"
"6017",1996,6,21,1996-06-21,"open","Private"
"6018",1996,6,22,1996-06-22,"open","Private"
"6019",1996,6,23,1996-06-23,"open","Private"
"6020",1996,6,24,1996-06-24,"open","Private"
"6021",1996,6,25,1996-06-25,"open","Private"
"6022",1996,6,26,1996-06-26,"open","Private"
"6023",1996,6,27,1996-06-27,"open","Private"
"6024",1996,6,28,1996-06-28,"open","Private"
"6025",1996,6,29,1996-06-29,"open","Private"
"6026",1996,6,30,1996-06-30,"open","Private"
"6027",1996,7,1,1996-07-01,"open","Private"
"6028",1996,7,2,1996-07-02,"open","Private"
"6029",1996,7,3,1996-07-03,"open","Private"
"6030",1996,7,4,1996-07-04,"open","Private"
"6031",1996,7,5,1996-07-05,"open","Private"
"6032",1996,7,6,1996-07-06,"open","Private"
"6033",1996,7,7,1996-07-07,"open","Private"
"6034",1996,7,8,1996-07-08,"open","Private"
"6035",1996,7,9,1996-07-09,"open","Private"
"6036",1996,7,10,1996-07-10,"open","Private"
"6037",1996,7,11,1996-07-11,"open","Private"
"6038",1996,7,12,1996-07-12,"open","Private"
"6039",1996,7,13,1996-07-13,"open","Private"
"6040",1996,7,14,1996-07-14,"open","Private"
"6041",1996,7,15,1996-07-15,"open","Private"
"6042",1996,7,16,1996-07-16,"open","Private"
"6043",1996,7,17,1996-07-17,"open","Private"
"6044",1996,7,18,1996-07-18,"open","Private"
"6045",1996,7,19,1996-07-19,"open","Private"
"6046",1996,7,20,1996-07-20,"open","Private"
"6047",1996,7,21,1996-07-21,"open","Private"
"6048",1996,7,22,1996-07-22,"open","Private"
"6049",1996,7,23,1996-07-23,"open","Private"
"6050",1996,7,24,1996-07-24,"open","Private"
"6051",1996,7,25,1996-07-25,"open","Private"
"6052",1996,7,26,1996-07-26,"open","Private"
"6053",1996,7,27,1996-07-27,"open","Private"
"6054",1996,7,28,1996-07-28,"open","Private"
"6055",1996,7,29,1996-07-29,"open","Private"
"6056",1996,7,30,1996-07-30,"open","Private"
"6057",1996,7,31,1996-07-31,"open","Private"
"6058",1996,8,1,1996-08-01,"open","Private"
"6059",1996,8,2,1996-08-02,"open","Private"
"6060",1996,8,3,1996-08-03,"open","Private"
"6061",1996,8,4,1996-08-04,"open","Private"
"6062",1996,8,5,1996-08-05,"open","Private"
"6063",1996,8,6,1996-08-06,"open","Private"
"6064",1996,8,7,1996-08-07,"open","Private"
"6065",1996,8,8,1996-08-08,"open","Private"
"6066",1996,8,9,1996-08-09,"open","Private"
"6067",1996,8,10,1996-08-10,"open","Private"
"6068",1996,8,11,1996-08-11,"open","Private"
"6069",1996,8,12,1996-08-12,"open","Private"
"6070",1996,8,13,1996-08-13,"open","Private"
"6071",1996,8,14,1996-08-14,"open","Private"
"6072",1996,8,15,1996-08-15,"open","Private"
"6073",1996,8,16,1996-08-16,"open","Private"
"6074",1996,8,17,1996-08-17,"open","Private"
"6075",1996,8,18,1996-08-18,"open","Private"
"6076",1996,8,19,1996-08-19,"open","Private"
"6077",1996,8,20,1996-08-20,"open","Private"
"6078",1996,8,21,1996-08-21,"open","Private"
"6079",1996,8,22,1996-08-22,"open","Private"
"6080",1996,8,23,1996-08-23,"open","Private"
"6081",1996,8,24,1996-08-24,"open","Private"
"6082",1996,8,25,1996-08-25,"open","Private"
"6083",1996,8,26,1996-08-26,"open","Private"
"6084",1996,8,27,1996-08-27,"open","Private"
"6085",1996,8,28,1996-08-28,"open","Private"
"6086",1996,8,29,1996-08-29,"open","Private"
"6087",1996,8,30,1996-08-30,"open","Private"
"6088",1996,8,31,1996-08-31,"open","Private"
"6089",1996,9,1,1996-09-01,"open","Private"
"6090",1996,9,2,1996-09-02,"open","Private"
"6091",1996,9,3,1996-09-03,"open","Private"
"6092",1996,9,4,1996-09-04,"open","Private"
"6093",1996,9,5,1996-09-05,"open","Private"
"6094",1996,9,6,1996-09-06,"open","Private"
"6095",1996,9,7,1996-09-07,"open","Private"
"6096",1996,9,8,1996-09-08,"open","Private"
"6097",1996,9,9,1996-09-09,"open","Private"
"6098",1996,9,10,1996-09-10,"open","Private"
"6099",1996,9,11,1996-09-11,"open","Private"
"6100",1996,9,12,1996-09-12,"open","Private"
"6101",1996,9,13,1996-09-13,"open","Private"
"6102",1996,9,14,1996-09-14,"open","Private"
"6103",1996,9,15,1996-09-15,"open","Private"
"6104",1996,9,16,1996-09-16,"open","Private"
"6105",1996,9,17,1996-09-17,"open","Private"
"6106",1996,9,18,1996-09-18,"open","Private"
"6107",1996,9,19,1996-09-19,"open","Private"
"6108",1996,9,20,1996-09-20,"open","Private"
"6109",1996,9,21,1996-09-21,"open","Private"
"6110",1996,9,22,1996-09-22,"open","Private"
"6111",1996,9,23,1996-09-23,"open","Private"
"6112",1996,9,24,1996-09-24,"open","Private"
"6113",1996,9,25,1996-09-25,"open","Private"
"6114",1996,9,26,1996-09-26,"open","Private"
"6115",1996,9,27,1996-09-27,"open","Private"
"6116",1996,9,28,1996-09-28,"open","Private"
"6117",1996,9,29,1996-09-29,"open","Private"
"6118",1996,9,30,1996-09-30,"open","Private"
"6119",1996,10,1,1996-10-01,"open","Private"
"6120",1996,10,2,1996-10-02,"open","Private"
"6121",1996,10,3,1996-10-03,"open","Private"
"6122",1996,10,4,1996-10-04,"open","Private"
"6123",1996,10,5,1996-10-05,"open","Private"
"6124",1996,10,6,1996-10-06,"open","Private"
"6125",1996,10,7,1996-10-07,"open","Private"
"6126",1996,10,8,1996-10-08,"open","Private"
"6127",1996,10,9,1996-10-09,"open","Private"
"6128",1996,10,10,1996-10-10,"open","Private"
"6129",1996,10,11,1996-10-11,"open","Private"
"6130",1996,10,12,1996-10-12,"open","Private"
"6131",1996,10,13,1996-10-13,"open","Private"
"6132",1996,10,14,1996-10-14,"open","Private"
"6133",1996,10,15,1996-10-15,"open","Private"
"6134",1996,10,16,1996-10-16,"open","Private"
"6135",1996,10,17,1996-10-17,"open","Private"
"6136",1996,10,18,1996-10-18,"open","Private"
"6137",1996,10,19,1996-10-19,"open","Private"
"6138",1996,10,20,1996-10-20,"open","Private"
"6139",1996,10,21,1996-10-21,"open","Private"
"6140",1996,10,22,1996-10-22,"open","Private"
"6141",1996,10,23,1996-10-23,"open","Private"
"6142",1996,10,24,1996-10-24,"open","Private"
"6143",1996,10,25,1996-10-25,"open","Private"
"6144",1996,10,26,1996-10-26,"open","Private"
"6145",1996,10,27,1996-10-27,"open","Private"
"6146",1996,10,28,1996-10-28,"open","Private"
"6147",1996,10,29,1996-10-29,"open","Private"
"6148",1996,10,30,1996-10-30,"open","Private"
"6149",1996,10,31,1996-10-31,"open","Private"
"6150",1996,11,1,1996-11-01,"open","Private"
"6151",1996,11,2,1996-11-02,"open","Private"
"6152",1996,11,3,1996-11-03,"open","Private"
"6153",1996,11,4,1996-11-04,"open","Private"
"6154",1996,11,5,1996-11-05,"open","Private"
"6155",1996,11,6,1996-11-06,"open","Private"
"6156",1996,11,7,1996-11-07,"open","Private"
"6157",1996,11,8,1996-11-08,"open","Private"
"6158",1996,11,9,1996-11-09,"open","Private"
"6159",1996,11,10,1996-11-10,"open","Private"
"6160",1996,11,11,1996-11-11,"open","Private"
"6161",1996,11,12,1996-11-12,"open","Private"
"6162",1996,11,13,1996-11-13,"open","Private"
"6163",1996,11,14,1996-11-14,"open","Private"
"6164",1996,11,15,1996-11-15,"open","Private"
"6165",1996,11,16,1996-11-16,"open","Private"
"6166",1996,11,17,1996-11-17,"open","Private"
"6167",1996,11,18,1996-11-18,"open","Private"
"6168",1996,11,19,1996-11-19,"open","Private"
"6169",1996,11,20,1996-11-20,"open","Private"
"6170",1996,11,21,1996-11-21,"open","Private"
"6171",1996,11,22,1996-11-22,"open","Private"
"6172",1996,11,23,1996-11-23,"open","Private"
"6173",1996,11,24,1996-11-24,"open","Private"
"6174",1996,11,25,1996-11-25,"open","Private"
"6175",1996,11,26,1996-11-26,"open","Private"
"6176",1996,11,27,1996-11-27,"open","Private"
"6177",1996,11,28,1996-11-28,"open","Private"
"6178",1996,11,29,1996-11-29,"open","Private"
"6179",1996,11,30,1996-11-30,"open","Private"
"6180",1996,12,1,1996-12-01,"open","Private"
"6181",1996,12,2,1996-12-02,"open","Private"
"6182",1996,12,3,1996-12-03,"open","Private"
"6183",1996,12,4,1996-12-04,"open","Private"
"6184",1996,12,5,1996-12-05,"open","Private"
"6185",1996,12,6,1996-12-06,"open","Private"
"6186",1996,12,7,1996-12-07,"open","Private"
"6187",1996,12,8,1996-12-08,"open","Private"
"6188",1996,12,9,1996-12-09,"open","Private"
"6189",1996,12,10,1996-12-10,"open","Private"
"6190",1996,12,11,1996-12-11,"open","Private"
"6191",1996,12,12,1996-12-12,"open","Private"
"6192",1996,12,13,1996-12-13,"open","Private"
"6193",1996,12,14,1996-12-14,"open","Private"
"6194",1996,12,15,1996-12-15,"open","Private"
"6195",1996,12,16,1996-12-16,"open","Private"
"6196",1996,12,17,1996-12-17,"open","Private"
"6197",1996,12,18,1996-12-18,"open","Private"
"6198",1996,12,19,1996-12-19,"open","Private"
"6199",1996,12,20,1996-12-20,"open","Private"
"6200",1996,12,21,1996-12-21,"open","Private"
"6201",1996,12,22,1996-12-22,"open","Private"
"6202",1996,12,23,1996-12-23,"open","Private"
"6203",1996,12,24,1996-12-24,"open","Private"
"6204",1996,12,25,1996-12-25,"open","Private"
"6205",1996,12,26,1996-12-26,"open","Private"
"6206",1996,12,27,1996-12-27,"open","Private"
"6207",1996,12,28,1996-12-28,"open","Private"
"6208",1996,12,29,1996-12-29,"open","Private"
"6209",1996,12,30,1996-12-30,"open","Private"
"6210",1996,12,31,1996-12-31,"open","Private"
"6211",1997,1,1,1997-01-01,"open","Private"
"6212",1997,1,2,1997-01-02,"open","Private"
"6213",1997,1,3,1997-01-03,"open","Private"
"6214",1997,1,4,1997-01-04,"open","Private"
"6215",1997,1,5,1997-01-05,"open","Private"
"6216",1997,1,6,1997-01-06,"open","Private"
"6217",1997,1,7,1997-01-07,"open","Private"
"6218",1997,1,8,1997-01-08,"open","Private"
"6219",1997,1,9,1997-01-09,"open","Private"
"6220",1997,1,10,1997-01-10,"open","Private"
"6221",1997,1,11,1997-01-11,"open","Private"
"6222",1997,1,12,1997-01-12,"open","Private"
"6223",1997,1,13,1997-01-13,"open","Private"
"6224",1997,1,14,1997-01-14,"open","Private"
"6225",1997,1,15,1997-01-15,"open","Private"
"6226",1997,1,16,1997-01-16,"open","Private"
"6227",1997,1,17,1997-01-17,"open","Private"
"6228",1997,1,18,1997-01-18,"open","Private"
"6229",1997,1,19,1997-01-19,"open","Private"
"6230",1997,1,20,1997-01-20,"open","Private"
"6231",1997,1,21,1997-01-21,"open","Private"
"6232",1997,1,22,1997-01-22,"open","Private"
"6233",1997,1,23,1997-01-23,"open","Private"
"6234",1997,1,24,1997-01-24,"open","Private"
"6235",1997,1,25,1997-01-25,"open","Private"
"6236",1997,1,26,1997-01-26,"open","Private"
"6237",1997,1,27,1997-01-27,"open","Private"
"6238",1997,1,28,1997-01-28,"open","Private"
"6239",1997,1,29,1997-01-29,"open","Private"
"6240",1997,1,30,1997-01-30,"open","Private"
"6241",1997,1,31,1997-01-31,"open","Private"
"6242",1997,2,1,1997-02-01,"open","Private"
"6243",1997,2,2,1997-02-02,"open","Private"
"6244",1997,2,3,1997-02-03,"open","Private"
"6245",1997,2,4,1997-02-04,"open","Private"
"6246",1997,2,5,1997-02-05,"open","Private"
"6247",1997,2,6,1997-02-06,"open","Private"
"6248",1997,2,7,1997-02-07,"open","Private"
"6249",1997,2,8,1997-02-08,"open","Private"
"6250",1997,2,9,1997-02-09,"open","Private"
"6251",1997,2,10,1997-02-10,"open","Private"
"6252",1997,2,11,1997-02-11,"open","Private"
"6253",1997,2,12,1997-02-12,"open","Private"
"6254",1997,2,13,1997-02-13,"open","Private"
"6255",1997,2,14,1997-02-14,"open","Private"
"6256",1997,2,15,1997-02-15,"open","Private"
"6257",1997,2,16,1997-02-16,"open","Private"
"6258",1997,2,17,1997-02-17,"open","Private"
"6259",1997,2,18,1997-02-18,"open","Private"
"6260",1997,2,19,1997-02-19,"open","Private"
"6261",1997,2,20,1997-02-20,"open","Private"
"6262",1997,2,21,1997-02-21,"open","Private"
"6263",1997,2,22,1997-02-22,"open","Private"
"6264",1997,2,23,1997-02-23,"open","Private"
"6265",1997,2,24,1997-02-24,"open","Private"
"6266",1997,2,25,1997-02-25,"open","Private"
"6267",1997,2,26,1997-02-26,"open","Private"
"6268",1997,2,27,1997-02-27,"open","Private"
"6269",1997,2,28,1997-02-28,"open","Private"
"6270",1997,3,1,1997-03-01,"open","Private"
"6271",1997,3,2,1997-03-02,"open","Private"
"6272",1997,3,3,1997-03-03,"open","Private"
"6273",1997,3,4,1997-03-04,"open","Private"
"6274",1997,3,5,1997-03-05,"open","Private"
"6275",1997,3,6,1997-03-06,"open","Private"
"6276",1997,3,7,1997-03-07,"open","Private"
"6277",1997,3,8,1997-03-08,"open","Private"
"6278",1997,3,9,1997-03-09,"open","Private"
"6279",1997,3,10,1997-03-10,"open","Private"
"6280",1997,3,11,1997-03-11,"open","Private"
"6281",1997,3,12,1997-03-12,"open","Private"
"6282",1997,3,13,1997-03-13,"open","Private"
"6283",1997,3,14,1997-03-14,"open","Private"
"6284",1997,3,15,1997-03-15,"open","Private"
"6285",1997,3,16,1997-03-16,"open","Private"
"6286",1997,3,17,1997-03-17,"open","Private"
"6287",1997,3,18,1997-03-18,"open","Private"
"6288",1997,3,19,1997-03-19,"open","Private"
"6289",1997,3,20,1997-03-20,"open","Private"
"6290",1997,3,21,1997-03-21,"open","Private"
"6291",1997,3,22,1997-03-22,"open","Private"
"6292",1997,3,23,1997-03-23,"open","Private"
"6293",1997,3,24,1997-03-24,"open","Private"
"6294",1997,3,25,1997-03-25,"open","Private"
"6295",1997,3,26,1997-03-26,"open","Private"
"6296",1997,3,27,1997-03-27,"open","Private"
"6297",1997,3,28,1997-03-28,"open","Private"
"6298",1997,3,29,1997-03-29,"open","Private"
"6299",1997,3,30,1997-03-30,"open","Private"
"6300",1997,3,31,1997-03-31,"open","Private"
"6301",1997,4,1,1997-04-01,"open","Private"
"6302",1997,4,2,1997-04-02,"open","Private"
"6303",1997,4,3,1997-04-03,"open","Private"
"6304",1997,4,4,1997-04-04,"open","Private"
"6305",1997,4,5,1997-04-05,"open","Private"
"6306",1997,4,6,1997-04-06,"open","Private"
"6307",1997,4,7,1997-04-07,"open","Private"
"6308",1997,4,8,1997-04-08,"open","Private"
"6309",1997,4,9,1997-04-09,"open","Private"
"6310",1997,4,10,1997-04-10,"open","Private"
"6311",1997,4,11,1997-04-11,"open","Private"
"6312",1997,4,12,1997-04-12,"open","Private"
"6313",1997,4,13,1997-04-13,"open","Private"
"6314",1997,4,14,1997-04-14,"open","Private"
"6315",1997,4,15,1997-04-15,"open","Private"
"6316",1997,4,16,1997-04-16,"open","Private"
"6317",1997,4,17,1997-04-17,"open","Private"
"6318",1997,4,18,1997-04-18,"open","Private"
"6319",1997,4,19,1997-04-19,"open","Private"
"6320",1997,4,20,1997-04-20,"open","Private"
"6321",1997,4,21,1997-04-21,"open","Private"
"6322",1997,4,22,1997-04-22,"open","Private"
"6323",1997,4,23,1997-04-23,"open","Private"
"6324",1997,4,24,1997-04-24,"open","Private"
"6325",1997,4,25,1997-04-25,"open","Private"
"6326",1997,4,26,1997-04-26,"open","Private"
"6327",1997,4,27,1997-04-27,"open","Private"
"6328",1997,4,28,1997-04-28,"open","Private"
"6329",1997,4,29,1997-04-29,"open","Private"
"6330",1997,4,30,1997-04-30,"open","Private"
"6331",1997,5,1,1997-05-01,"open","Private"
"6332",1997,5,2,1997-05-02,"open","Private"
"6333",1997,5,3,1997-05-03,"open","Private"
"6334",1997,5,4,1997-05-04,"open","Private"
"6335",1997,5,5,1997-05-05,"open","Private"
"6336",1997,5,6,1997-05-06,"open","Private"
"6337",1997,5,7,1997-05-07,"open","Private"
"6338",1997,5,8,1997-05-08,"open","Private"
"6339",1997,5,9,1997-05-09,"open","Private"
"6340",1997,5,10,1997-05-10,"open","Private"
"6341",1997,5,11,1997-05-11,"open","Private"
"6342",1997,5,12,1997-05-12,"open","Private"
"6343",1997,5,13,1997-05-13,"open","Private"
"6344",1997,5,14,1997-05-14,"open","Private"
"6345",1997,5,15,1997-05-15,"open","Private"
"6346",1997,5,16,1997-05-16,"open","Private"
"6347",1997,5,17,1997-05-17,"open","Private"
"6348",1997,5,18,1997-05-18,"open","Private"
"6349",1997,5,19,1997-05-19,"open","Private"
"6350",1997,5,20,1997-05-20,"open","Private"
"6351",1997,5,21,1997-05-21,"open","Private"
"6352",1997,5,22,1997-05-22,"open","Private"
"6353",1997,5,23,1997-05-23,"open","Private"
"6354",1997,5,24,1997-05-24,"open","Private"
"6355",1997,5,25,1997-05-25,"open","Private"
"6356",1997,5,26,1997-05-26,"open","Private"
"6357",1997,5,27,1997-05-27,"open","Private"
"6358",1997,5,28,1997-05-28,"open","Private"
"6359",1997,5,29,1997-05-29,"open","Private"
"6360",1997,5,30,1997-05-30,"open","Private"
"6361",1997,5,31,1997-05-31,"open","Private"
"6362",1997,6,1,1997-06-01,"open","Private"
"6363",1997,6,2,1997-06-02,"open","Private"
"6364",1997,6,3,1997-06-03,"open","Private"
"6365",1997,6,4,1997-06-04,"open","Private"
"6366",1997,6,5,1997-06-05,"open","Private"
"6367",1997,6,6,1997-06-06,"open","Private"
"6368",1997,6,7,1997-06-07,"open","Private"
"6369",1997,6,8,1997-06-08,"open","Private"
"6370",1997,6,9,1997-06-09,"open","Private"
"6371",1997,6,10,1997-06-10,"open","Private"
"6372",1997,6,11,1997-06-11,"open","Private"
"6373",1997,6,12,1997-06-12,"open","Private"
"6374",1997,6,13,1997-06-13,"open","Private"
"6375",1997,6,14,1997-06-14,"open","Private"
"6376",1997,6,15,1997-06-15,"open","Private"
"6377",1997,6,16,1997-06-16,"open","Private"
"6378",1997,6,17,1997-06-17,"open","Private"
"6379",1997,6,18,1997-06-18,"open","Private"
"6380",1997,6,19,1997-06-19,"open","Private"
"6381",1997,6,20,1997-06-20,"open","Private"
"6382",1997,6,21,1997-06-21,"open","Private"
"6383",1997,6,22,1997-06-22,"open","Private"
"6384",1997,6,23,1997-06-23,"open","Private"
"6385",1997,6,24,1997-06-24,"open","Private"
"6386",1997,6,25,1997-06-25,"open","Private"
"6387",1997,6,26,1997-06-26,"open","Private"
"6388",1997,6,27,1997-06-27,"open","Private"
"6389",1997,6,28,1997-06-28,"open","Private"
"6390",1997,6,29,1997-06-29,"open","Private"
"6391",1997,6,30,1997-06-30,"open","Private"
"6392",1997,7,1,1997-07-01,"open","Private"
"6393",1997,7,2,1997-07-02,"open","Private"
"6394",1997,7,3,1997-07-03,"open","Private"
"6395",1997,7,4,1997-07-04,"open","Private"
"6396",1997,7,5,1997-07-05,"open","Private"
"6397",1997,7,6,1997-07-06,"open","Private"
"6398",1997,7,7,1997-07-07,"open","Private"
"6399",1997,7,8,1997-07-08,"open","Private"
"6400",1997,7,9,1997-07-09,"open","Private"
"6401",1997,7,10,1997-07-10,"open","Private"
"6402",1997,7,11,1997-07-11,"open","Private"
"6403",1997,7,12,1997-07-12,"open","Private"
"6404",1997,7,13,1997-07-13,"open","Private"
"6405",1997,7,14,1997-07-14,"open","Private"
"6406",1997,7,15,1997-07-15,"open","Private"
"6407",1997,7,16,1997-07-16,"open","Private"
"6408",1997,7,17,1997-07-17,"open","Private"
"6409",1997,7,18,1997-07-18,"open","Private"
"6410",1997,7,19,1997-07-19,"open","Private"
"6411",1997,7,20,1997-07-20,"open","Private"
"6412",1997,7,21,1997-07-21,"open","Private"
"6413",1997,7,22,1997-07-22,"open","Private"
"6414",1997,7,23,1997-07-23,"open","Private"
"6415",1997,7,24,1997-07-24,"open","Private"
"6416",1997,7,25,1997-07-25,"open","Private"
"6417",1997,7,26,1997-07-26,"open","Private"
"6418",1997,7,27,1997-07-27,"open","Private"
"6419",1997,7,28,1997-07-28,"open","Private"
"6420",1997,7,29,1997-07-29,"open","Private"
"6421",1997,7,30,1997-07-30,"open","Private"
"6422",1997,7,31,1997-07-31,"open","Private"
"6423",1997,8,1,1997-08-01,"open","Private"
"6424",1997,8,2,1997-08-02,"open","Private"
"6425",1997,8,3,1997-08-03,"open","Private"
"6426",1997,8,4,1997-08-04,"open","Private"
"6427",1997,8,5,1997-08-05,"open","Private"
"6428",1997,8,6,1997-08-06,"open","Private"
"6429",1997,8,7,1997-08-07,"open","Private"
"6430",1997,8,8,1997-08-08,"open","Private"
"6431",1997,8,9,1997-08-09,"open","Private"
"6432",1997,8,10,1997-08-10,"open","Private"
"6433",1997,8,11,1997-08-11,"open","Private"
"6434",1997,8,12,1997-08-12,"open","Private"
"6435",1997,8,13,1997-08-13,"open","Private"
"6436",1997,8,14,1997-08-14,"open","Private"
"6437",1997,8,15,1997-08-15,"open","Private"
"6438",1997,8,16,1997-08-16,"open","Private"
"6439",1997,8,17,1997-08-17,"open","Private"
"6440",1997,8,18,1997-08-18,"open","Private"
"6441",1997,8,19,1997-08-19,"open","Private"
"6442",1997,8,20,1997-08-20,"open","Private"
"6443",1997,8,21,1997-08-21,"open","Private"
"6444",1997,8,22,1997-08-22,"open","Private"
"6445",1997,8,23,1997-08-23,"open","Private"
"6446",1997,8,24,1997-08-24,"open","Private"
"6447",1997,8,25,1997-08-25,"open","Private"
"6448",1997,8,26,1997-08-26,"open","Private"
"6449",1997,8,27,1997-08-27,"open","Private"
"6450",1997,8,28,1997-08-28,"open","Private"
"6451",1997,8,29,1997-08-29,"open","Private"
"6452",1997,8,30,1997-08-30,"open","Private"
"6453",1997,8,31,1997-08-31,"open","Private"
"6454",1997,9,1,1997-09-01,"open","Private"
"6455",1997,9,2,1997-09-02,"open","Private"
"6456",1997,9,3,1997-09-03,"open","Private"
"6457",1997,9,4,1997-09-04,"open","Private"
"6458",1997,9,5,1997-09-05,"open","Private"
"6459",1997,9,6,1997-09-06,"open","Private"
"6460",1997,9,7,1997-09-07,"open","Private"
"6461",1997,9,8,1997-09-08,"open","Private"
"6462",1997,9,9,1997-09-09,"open","Private"
"6463",1997,9,10,1997-09-10,"open","Private"
"6464",1997,9,11,1997-09-11,"open","Private"
"6465",1997,9,12,1997-09-12,"open","Private"
"6466",1997,9,13,1997-09-13,"open","Private"
"6467",1997,9,14,1997-09-14,"open","Private"
"6468",1997,9,15,1997-09-15,"open","Private"
"6469",1997,9,16,1997-09-16,"open","Private"
"6470",1997,9,17,1997-09-17,"open","Private"
"6471",1997,9,18,1997-09-18,"open","Private"
"6472",1997,9,19,1997-09-19,"open","Private"
"6473",1997,9,20,1997-09-20,"open","Private"
"6474",1997,9,21,1997-09-21,"open","Private"
"6475",1997,9,22,1997-09-22,"open","Private"
"6476",1997,9,23,1997-09-23,"open","Private"
"6477",1997,9,24,1997-09-24,"open","Private"
"6478",1997,9,25,1997-09-25,"open","Private"
"6479",1997,9,26,1997-09-26,"open","Private"
"6480",1997,9,27,1997-09-27,"open","Private"
"6481",1997,9,28,1997-09-28,"open","Private"
"6482",1997,9,29,1997-09-29,"open","Private"
"6483",1997,9,30,1997-09-30,"open","Private"
"6484",1997,10,1,1997-10-01,"open","Private"
"6485",1997,10,2,1997-10-02,"open","Private"
"6486",1997,10,3,1997-10-03,"open","Private"
"6487",1997,10,4,1997-10-04,"open","Private"
"6488",1997,10,5,1997-10-05,"open","Private"
"6489",1997,10,6,1997-10-06,"open","Private"
"6490",1997,10,7,1997-10-07,"open","Private"
"6491",1997,10,8,1997-10-08,"open","Private"
"6492",1997,10,9,1997-10-09,"open","Private"
"6493",1997,10,10,1997-10-10,"open","Private"
"6494",1997,10,11,1997-10-11,"open","Private"
"6495",1997,10,12,1997-10-12,"open","Private"
"6496",1997,10,13,1997-10-13,"open","Private"
"6497",1997,10,14,1997-10-14,"open","Private"
"6498",1997,10,15,1997-10-15,"open","Private"
"6499",1997,10,16,1997-10-16,"open","Private"
"6500",1997,10,17,1997-10-17,"open","Private"
"6501",1997,10,18,1997-10-18,"open","Private"
"6502",1997,10,19,1997-10-19,"open","Private"
"6503",1997,10,20,1997-10-20,"open","Private"
"6504",1997,10,21,1997-10-21,"open","Private"
"6505",1997,10,22,1997-10-22,"open","Private"
"6506",1997,10,23,1997-10-23,"open","Private"
"6507",1997,10,24,1997-10-24,"open","Private"
"6508",1997,10,25,1997-10-25,"open","Private"
"6509",1997,10,26,1997-10-26,"open","Private"
"6510",1997,10,27,1997-10-27,"open","Private"
"6511",1997,10,28,1997-10-28,"open","Private"
"6512",1997,10,29,1997-10-29,"open","Private"
"6513",1997,10,30,1997-10-30,"open","Private"
"6514",1997,10,31,1997-10-31,"open","Private"
"6515",1997,11,1,1997-11-01,"open","Private"
"6516",1997,11,2,1997-11-02,"open","Private"
"6517",1997,11,3,1997-11-03,"open","Private"
"6518",1997,11,4,1997-11-04,"open","Private"
"6519",1997,11,5,1997-11-05,"open","Private"
"6520",1997,11,6,1997-11-06,"open","Private"
"6521",1997,11,7,1997-11-07,"open","Private"
"6522",1997,11,8,1997-11-08,"open","Private"
